,E,PS,PT,PG,SimID
0,0.1,1.5038009604341874e-10,1.5023324048087635e-10,1.4142144029007467e-13,20854_250420
1,0.5,1.5037800989083382e-10,1.4993744931498177e-10,4.330570366848905e-13,20864_250420
2,1.0,1.5037800451340597e-10,1.4949688339321022e-10,8.736342827266288e-13,20873_250420
3,1.5,1.5037800264307355e-10,1.4905632097921842e-10,1.3142150358637705e-12,20883_250420
4,2.0,1.5037800217502433e-10,1.4861575996203578e-10,1.7547971912841434e-12,20891_250420
5,2.5,1.5037800194090635e-10,1.481751991781001e-10,2.195379580635737e-12,20901_250420
6,3.0,1.5037800100629873e-10,1.4773463770735988e-10,2.635961269497705e-12,20910_250420
7,3.5,1.5037800100603245e-10,1.4729407715727592e-10,3.0765438927010245e-12,20920_250420
8,4.0,1.5037800100583266e-10,1.4685351660725847e-10,3.5171265159708195e-12,20927_250420
9,4.5,1.5037792715116294e-10,1.4626603070562332e-10,4.104496159260548e-12,20935_250420
10,5.0,1.5037800100555295e-10,1.4597239550734338e-10,4.398291762630259e-12,20944_250420
11,5.5,1.503780007642343e-10,1.4553183472398065e-10,4.8388741447811995e-12,20954_250420
12,6.0,1.503780002080309e-10,1.4509127363821732e-10,5.279456212047394e-12,20962_250420
13,6.5,1.5037794888720015e-10,1.4450381025879388e-10,5.866848389176087e-12,20969_250420
14,7.0,1.5037800077167437e-10,1.4421015308377366e-10,6.160622022630046e-12,20978_250420
15,7.5,1.5037795613203145e-10,1.4362269638391285e-10,6.748020880946575e-12,20987_250420
16,8.0,1.5037800077157457e-10,1.43329031985407e-10,7.041787269469392e-12,20993_250420
17,8.5,1.5037795963052113e-10,1.4274157886803373e-10,7.629189626375413e-12,21001_250420
18,9.0,1.5037792714285603e-10,1.421541342522311e-10,8.216600636669785e-12,21008_250420
19,9.5,1.5037796594765589e-10,1.4186046397015194e-10,8.510361190449344e-12,21017_250420
20,10.0,1.5037800077143465e-10,1.415667897887334e-10,8.80411776320784e-12,21025_250420
