,E,PS,PT,PG,SimID
0,0.1,1.2823507709766916e-12,1.2779677361149549e-12,4.378315264191481e-15,8171_240420
1,0.5,1.2823507318696796e-12,1.2598094104110328e-12,2.2536630500963217e-14,8180_240420
2,1.0,1.282350731869322e-12,1.237268088952041e-12,4.5078035892888816e-14,8188_240420
3,1.5,1.2823506779879588e-12,1.2122221252854923e-12,7.012398800295142e-14,8195_240420
4,2.0,1.282350731869143e-12,1.1921854460345939e-12,9.01608466772763e-14,8202_240420
5,2.5,1.2823507624987745e-12,1.172148743846536e-12,1.1019768210004844e-13,8209_240420
6,3.0,1.282350677987837e-12,1.1420935725829173e-12,1.4025280477882183e-13,8215_240420
7,3.5,1.282350708994019e-12,1.1220568703697666e-12,1.602896405781445e-13,8218_240420
8,4.0,1.282350731869053e-12,1.1020201601999674e-12,1.8032646824631898e-13,8224_240420
9,4.5,1.2823506779877954e-12,1.0719650198804228e-12,2.103816215547724e-13,8231_240420
10,5.0,1.2823507624987032e-12,1.0619467251942387e-12,2.2040010846225048e-13,8237_240420
11,5.5,1.282350717279263e-12,1.031891592810657e-12,2.504552704325213e-13,8244_240420
12,6.0,1.2823506779877756e-12,1.0018364671779498e-12,2.805104383307448e-13,8249_240420
13,6.5,1.2823506948879308e-12,9.81799750773572e-13,3.0054726002404067e-13,8255_240420
14,7.0,1.2823507090042235e-12,9.617630317531676e-13,3.2058407893347395e-13,8257_240420
15,7.5,1.2823507206044255e-12,9.41726310443875e-13,3.406208953268164e-13,8263_240420
16,8.0,1.2823507317977148e-12,9.216895884796075e-13,3.606577113132463e-13,8268_240420
17,8.5,1.2823506652354633e-12,8.81616082349381e-13,4.007312543372761e-13,8272_240420
18,9.0,1.2823506779877548e-12,8.615793617730227e-13,4.2076807188270835e-13,8278_240420
19,9.5,1.282350756285034e-12,8.615794143790071e-13,4.207681501799874e-13,8284_240420
20,10.0,1.2823507624986669e-12,8.415426878897501e-13,4.4080496118676095e-13,8289_240420
