,E,PS,PT,PG,SimID
0,0.1,9.915649534435777e-10,9.905966282937305e-10,9.468968252290785e-13,26423_250420
1,0.5,9.914756569466597e-10,9.905074190004228e-10,8.576003283110913e-13,26433_250420
2,1.0,9.9147505258491e-10,9.895385778728302e-10,1.82534206296274e-12,26442_250420
3,1.5,9.914748643322923e-10,9.885701528156937e-10,2.7934999067459896e-12,26452_250420
4,2.0,9.914747850588686e-10,9.876018366797323e-10,3.761766729723442e-12,26460_250420
5,2.5,9.914747155782016e-10,9.866335304435425e-10,4.730043345457575e-12,26470_250420
6,3.0,9.914746925824892e-10,9.856652705556387e-10,5.6983664461461074e-12,26479_250420
7,3.5,9.914746628599325e-10,9.846970040317883e-10,6.666682819990664e-12,26489_250420
8,4.0,9.91474646344235e-10,9.837287506696708e-10,7.635012400694286e-12,26496_250420
9,4.5,9.914746166284236e-10,9.827604842557128e-10,8.60332878128407e-12,26506_250420
10,5.0,9.914746067187252e-10,9.817922375124876e-10,9.571664967986742e-12,26515_250420
11,5.5,9.914745967310365e-10,9.808239907114648e-10,1.0540001076699252e-11,26525_250420
12,6.0,9.914745935045288e-10,9.798557506118976e-10,1.150834394659264e-11,26533_250420
13,6.5,9.914745935001518e-10,9.788875136998569e-10,1.2476690038616629e-11,26543_250420
14,7.0,9.914745835942834e-10,9.779192670217053e-10,1.3445026229149484e-11,26552_250420
15,7.5,9.914745835910312e-10,9.769510301204595e-10,1.441337232229822e-11,26562_250420
16,8.0,9.91474563783948e-10,9.759827737248238e-10,1.5381698611616383e-11,26568_250420
17,8.5,9.914745637814367e-10,9.75014536843659e-10,1.63500447055061e-11,26578_250420
18,9.0,9.914745604784979e-10,9.740462967200868e-10,1.731838749896826e-11,26587_250420
19,9.5,9.914745571757923e-10,9.730780566031946e-10,1.828673029266402e-11,26597_250420
20,10.0,9.914745571739953e-10,9.721098197291907e-10,1.9255076387267998e-11,26605_250420
