,E,PS,PT,PG,SimID
0,0.1,3.984380738695062e-11,3.9765987450647984e-11,3.752284437136434e-14,17059_250420
1,0.5,3.984406582137536e-11,3.963005960846758e-11,2.128822371945477e-13,17070_250420
2,1.0,3.984406540982189e-11,3.941605298842732e-11,4.2689410812805487e-13,17080_250420
3,1.5,3.9844055292735745e-11,3.9182581718539937e-11,6.603519355731724e-13,17090_250420
4,2.0,3.9844065204044883e-11,3.8988040365676734e-11,8.549184673250231e-13,17099_250420
5,2.5,3.9844059305151735e-11,3.875457330852649e-11,1.0883805129631316e-12,17107_250420
6,3.0,3.9844055292582594e-11,3.852110814419606e-11,1.3218444449252472e-12,17116_250420
7,3.5,3.9844052548796824e-11,3.8287644246109446e-11,1.5553096456707366e-12,17123_250420
8,4.0,3.984406516967354e-11,3.8132015494414126e-11,1.7109675629016181e-12,17131_250420
9,4.5,3.984406201433897e-11,3.7898551173795077e-11,1.94443235209831e-12,17140_250420
10,5.0,3.984405916802554e-11,3.7665087182274145e-11,2.177897450316136e-12,17147_250420
11,5.5,3.984406242606716e-11,3.7470539176076834e-11,2.3724573288004707e-12,17157_250420
12,6.0,3.984405525824714e-11,3.7198160963754163e-11,2.6448294296002525e-12,17165_250420
13,6.5,3.984406280334423e-11,3.704252713748409e-11,2.8004822710515037e-12,17172_250420
14,7.0,3.984405254873086e-11,3.6731235943361265e-11,3.111762609146486e-12,17178_250420
15,7.5,3.9844059167995076e-11,3.657560118937048e-11,3.267414524764866e-12,17186_250420
16,8.0,3.984406516961708e-11,3.641996581910311e-11,3.4230658227410435e-12,17193_250420
17,8.5,3.984405632150338e-11,3.610867604136244e-11,3.7343475673356905e-12,17198_250420
18,9.0,3.9844061945771196e-11,3.5953040271379476e-11,3.889998487957675e-12,17206_250420
19,9.5,3.9844066884203183e-11,3.5797403841276295e-11,4.045648722743827e-12,17213_250420
20,10.0,3.984405916526663e-11,3.548611519406559e-11,4.356931596515616e-12,17219_250420
