,E,PS,PT,PG,SimID
0,0.1,1.2677630272109637e-14,1.2389783686341523e-14,2.878428841905721e-16,1318_240420
1,0.5,1.2677630347000838e-14,1.129101452779762e-14,1.3866125125944549e-15,1324_240420
2,1.0,1.2677630347000814e-14,9.904398708594386e-15,2.7732287378724087e-15,1329_240420
3,1.5,1.2677630346839579e-14,8.517782889282841e-15,4.1598449629891494e-15,1335_240420
4,2.0,1.2677630346645211e-14,7.131167069987932e-15,5.546461188072759e-15,1339_240420
5,2.5,1.2677630296765061e-14,5.447419268141238e-15,7.23020941174444e-15,1346_240420
6,3.0,1.267763034683772e-14,4.357935431725466e-15,8.319693638821222e-15,1351_240420
7,3.5,1.2677630299390018e-14,2.5751436545635974e-15,1.0102485881016633e-14,1357_240420
8,4.0,1.2677630346645434e-14,1.5847037933306792e-15,1.1092926089184889e-14,1360_240420
9,4.5,1.2677630346882185e-14,1.9808797417003414e-16,1.2479542314699616e-14,1366_240420
10,5.0,1.2677630445258465e-14,0.0,1.2665249943247055e-14,1376_240420
