,E,PS,PT,PG,SimID
0,0.1,1.4489360830275803e-11,1.4461061297404171e-11,1.3820421187284434e-14,13961_250420
1,0.5,1.4489460623149677e-11,1.4386874109948666e-11,1.0235826641385028e-13,13973_250420
2,1.0,1.4489460582215945e-11,1.4284287556393552e-11,2.0494636620924038e-13,13984_250420
3,1.5,1.4489459756025723e-11,1.4178162769079858e-11,3.1107120284224736e-13,13993_250420
4,2.0,1.4489463013038523e-11,1.4093266758775752e-11,3.959749901136323e-13,14001_250420
5,2.5,1.4489461073417131e-11,1.3980065957554811e-11,5.091737575036851e-13,14009_250420
6,3.0,1.4489459749805906e-11,1.3866865776181434e-11,6.223731409039057e-13,14017_250420
7,3.5,1.4489460247821137e-11,1.3767817208134733e-11,7.214242575541497e-13,14027_250420
8,4.0,1.4489463058769824e-11,1.3697070547743349e-11,7.921775103849887e-13,14034_250420
9,4.5,1.4489461918819622e-11,1.3583870548893395e-11,9.053770774462325e-13,14038_250420
10,5.0,1.4489461066592751e-11,1.3470670835347949e-11,1.0185769322308063e-12,14045_250420
11,5.5,1.4489460370633675e-11,1.335747127917792e-11,1.1317769432831748e-12,14051_250420
12,6.0,1.4489459742983464e-11,1.3244271796320823e-11,1.2449770226444094e-12,14058_250420
13,6.5,1.4489459238087767e-11,1.3131072434517038e-11,1.3581772247601576e-12,14063_250420
14,7.0,1.4489460241000396e-11,1.3046174162306998e-11,1.4430787579313692e-12,14072_250420
15,7.5,1.4489461066588335e-11,1.2961275719721598e-11,1.5279801137778922e-12,14080_250420
16,8.0,1.448946304513953e-11,1.2904678024577395e-11,1.5845824458348113e-12,14086_250420
17,8.5,1.4489462458410174e-11,1.2791478576565232e-11,1.6977825661168989e-12,14093_250420
18,9.0,1.4489461919462495e-11,1.2678279179529683e-11,1.8109827341806658e-12,14096_250420
19,9.5,1.4489459395016022e-11,1.2508478618353675e-11,1.9807812702513588e-12,14104_250420
20,10.0,1.4489461066586117e-11,1.2451880604097445e-11,2.0373832953271754e-12,14110_250420
