,E,PS,PT,PG,SimID
0,0.1,1.0991577549206305e-12,1.094595820879212e-12,4.55784307389613e-15,7893_240420
1,0.5,1.0991577114803065e-12,1.0755429950227218e-12,2.3610654191335605e-14,7902_240420
2,1.0,1.0991577112335748e-12,1.0519282783290071e-12,4.722545959366317e-14,7910_240420
3,1.5,1.0991577507331668e-12,1.0304603913123438e-12,6.869350422876361e-14,7914_240420
4,2.0,1.0991577111851486e-12,1.004698845380175e-12,9.445507084335542e-14,7921_240420
5,2.5,1.0991577582875715e-12,9.853777559648346e-13,1.1377632256773586e-13,7930_240420
6,3.0,1.0991577506098525e-12,9.617630317836208e-13,1.3739112053907612e-13,7933_240420
7,3.5,1.099157794568548e-12,9.44588729707346e-13,1.545655686061783e-13,7939_240420
8,4.0,1.0991577066077877e-12,9.102399757845743e-13,1.889142888622317e-13,7945_240420
9,4.5,1.0991577506098228e-12,8.930656723704811e-13,2.0608873697267328e-13,7949_240420
10,5.0,1.0991577582875186e-12,8.715977536420557e-13,2.275567497858775e-13,7957_240420
11,5.5,1.0991577219729992e-12,8.415426308855775e-13,2.5761192066106984e-13,7963_240420
12,6.0,1.0991577506098087e-12,8.243683129573564e-13,2.7478635340628614e-13,7965_240420
13,6.5,1.0991577737685967e-12,8.071939901113133e-13,2.9196078067348086e-13,7971_240420
14,7.0,1.0991577945330321e-12,7.900196648206168e-13,3.091352055463231e-13,7976_240420
15,7.5,1.0991577505776746e-12,7.556709535221513e-13,3.434839698077789e-13,7980_240420
16,8.0,1.0991577111996505e-12,7.213222479747706e-13,3.7783273864656824e-13,7985_240420
17,8.5,1.0991577594031705e-12,7.127351096129934e-13,3.864199889042917e-13,7992_240420
18,9.0,1.0991577506097935e-12,6.869735941311209e-13,4.1218158627352473e-13,7995_240420
19,9.5,1.0991577668315794e-12,6.697992641629937e-13,4.293560066037172e-13,8001_240420
20,10.0,1.0991577582874923e-12,6.440377489965776e-13,4.551176042222402e-13,8008_240420
