,E,PS,PT,PG,SimID
0,0.1,4.482456803245818e-11,4.478079404023898e-11,4.2497922056549005e-14,17229_250420
1,0.5,4.482458438917086e-11,4.461665785025625e-11,2.0667142726776493e-13,17241_250420
2,1.0,4.482458396466359e-11,4.440873089077267e-11,4.1460339085864693e-13,17252_250420
3,1.5,4.4824571461827914e-11,4.4178905027197095e-11,6.444108959209261e-13,17264_250420
4,2.0,4.482458384876082e-11,4.3992877703129514e-11,8.304680511521793e-13,17274_250420
5,2.5,4.4824580221899944e-11,4.3774004122949165e-11,1.0493406222893586e-12,17281_250420
6,3.0,4.4824571386668475e-11,4.353323851957207e-11,1.2900956048557443e-12,17292_250420
7,3.5,4.482457590070173e-11,4.3336259903998745e-11,1.4870886970872498e-12,17301_250420
8,4.0,4.482458376955214e-11,4.316117148122891e-11,1.6621975243360934e-12,17310_250420
9,4.5,4.482457331313174e-11,4.289851742858311e-11,1.9248385055133616e-12,17318_250420
10,5.0,4.482458018324613e-11,4.272342798715647e-11,2.0999463340261925e-12,17324_250420
11,5.5,4.482455811434195e-11,4.237321509246388e-11,2.4501261819188993e-12,17331_250420
12,6.0,4.482457130949099e-11,4.224190557974493e-11,2.5814650958667714e-12,17341_250420
13,6.5,4.4824570653772015e-11,4.202303498791126e-11,2.8003406381458493e-12,17345_250420
14,7.0,4.4824575862079335e-11,4.184794387123813e-11,2.9754468048516094e-12,17353_250420
15,7.5,4.482457999418435e-11,4.167285171334327e-11,3.1505518953550747e-12,17360_250420
16,8.0,4.4824583771468896e-11,4.1497759194680186e-11,3.325656631038057e-12,17368_250420
17,8.5,4.482456945752371e-11,4.114755399421122e-11,3.6758442338897575e-12,17376_250420
18,9.0,4.482457331581918e-11,4.097246154649097e-11,3.850949050583677e-12,17383_250420
19,9.5,4.482456077675458e-11,4.062225820393384e-11,4.20113842831595e-12,17388_250420
20,10.0,4.4824580144648894e-11,4.062227575608806e-11,4.201157796210263e-12,17393_250420
