,E,PS,PT,PG,SimID
0,0.1,1.1278440628395882e-10,1.1267426526219714e-10,1.054003316122972e-13,20522_250420
1,0.5,1.1278350583951307e-10,1.1234294526982748e-10,4.349368547687387e-13,20530_250420
2,1.0,1.1278350215782334e-10,1.1190238104721535e-10,8.755157965485779e-13,20537_250420
3,1.5,1.1278350163126828e-10,1.1146181997152685e-10,1.3160978934631204e-12,20545_250420
4,2.0,1.1278350110523696e-10,1.1102125890046764e-10,1.7566799909013888e-12,20551_250420
5,2.5,1.1278350075458424e-10,1.1058069800547127e-10,2.197262263718244e-12,20559_250420
6,3.0,1.1278350075437455e-10,1.101401374554439e-10,2.637844886978141e-12,20566_250420
7,3.5,1.1278350075422462e-10,1.0969957690547629e-10,3.0784275102977956e-12,20574_250420
8,4.0,1.127835007541125e-10,1.0925901635554649e-10,3.5190101336552613e-12,20579_250420
9,4.5,1.1278350057885581e-10,1.0881845563663041e-10,3.959592581868161e-12,20587_250420
10,5.0,1.127835005787859e-10,1.0837789508742708e-10,4.400175205267838e-12,20594_250420
11,5.5,1.1278350057872855e-10,1.0793733453823631e-10,4.840757828680067e-12,20602_250420
12,6.0,1.1278350057868098e-10,1.074967739890553e-10,5.281340452102084e-12,20608_250420
13,6.5,1.1278350057864072e-10,1.0705621343988162e-10,5.7219230755314135e-12,20616_250420
14,7.0,1.1278350057860604e-10,1.0661565289071352e-10,6.162505698966306e-12,20623_250420
15,7.5,1.1278350057857603e-10,1.0617509234155009e-10,6.6030883224058955e-12,20631_250420
16,8.0,1.1278350040338065e-10,1.0573453162816936e-10,7.043670770680097e-12,20635_250420
17,8.5,1.127835004033575e-10,1.0529397107969705e-10,7.484253394126535e-12,20643_250420
18,9.0,1.1278350003870965e-10,1.0485341019223788e-10,7.924835652948267e-12,20650_250420
19,9.5,1.1278350040331855e-10,1.0441284998275975e-10,8.36541864102675e-12,20658_250420
20,10.0,1.1278350022813289e-10,1.0397228927281001e-10,8.806001089310675e-12,20664_250420
